variable,abs_coef
p2_entry,1.7712548097210197
p1_entry,1.7711740730257808
rank_points_diff,0.7626398307867004
rank_diff,0.4857020417840129
age_diff,0.1054265987931732
ht_diff,0.08320577730959111
p1_hand,0.06477856281220028
p2_hand,0.06473047773728005
seed_diff,0.026083275134605847
draw_size,0.00027929000865263863
tourney_level,0.00023916114658942782
best_of,0.00016909466421983991
round,0.00016283934101555053
surface,5.158913982630759e-05
